Test Trajectory,Test Trajectory Timestep,Learner Trajectory,Learner Trajectory Timestep,Test Actions,Learner Actions,Test Rewards,Learner Rewards,Test Return,Learner Return
395_7_340_27_72_409_365_362_358_380_377_42_47_355_19_24_349_313_79_81_117_301_382_275_273_372_306,10,395_7_340_27_72_409_365_362_358_380_377_42_47_355_19_24_349_313_79_80_118_124_116_278_275_273_372_306,10,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_2_2_1_0_1_2_2_2,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0_2_2_2_2_1_2_2_2,1.4307289123535156_1.1529462337493896_1.1436083316802979_1.4043984413146973_1.15080988407135_1.129124641418457_1.1288695335388184_0.7144443988800049_1.1475905179977417_1.4800783395767212_1.4076682329177856_1.4364888668060303_0.7391901016235352_1.139699935913086_1.1534167528152466_1.140464186668396_1.1018900871276855_0.7058697938919067_1.129264235496521_0.684233546257019_1.4205098152160645_0.7219297885894775_1.1655724048614502_1.0831109285354614_1.0671062469482422_0.7151917815208435,1.4307289123535156_1.1529462337493896_1.1436083316802979_1.4043984413146973_1.15080988407135_1.129124641418457_1.1288695335388184_0.7144443988800049_1.1475905179977417_1.4800783395767212_1.4076682329177856_1.4364888668060303_0.7391901016235352_1.139699935913086_1.1534167528152466_1.140464186668396_1.1018900871276855_0.7058697938919067_1.1221660375595093_1.09221613407135_1.1027965545654297_1.0715609788894653_1.0977227687835693_1.1497769355773926_1.0831109285354614_1.0671062469482422_0.7151917815208435,28.694205939769745,30.20893555879593
395_7_340_27_72_409_365_362_358_380_377_42_47_355_19_24_349_313_79_80_118_124_116_278_275_273_372_306,11,395_7_340_27_72_409_365_362_358_380_377_42_47_355_19_24_349_313_79_80_118_124_116_278_275_273_372_306,11,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0_2_2_2_2_1_2_2_2,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0_2_2_2_2_1_2_2_2,1.4301594495773315_1.1530137062072754_1.1445764303207397_1.4045417308807373_1.1503002643585205_1.1283361911773682_1.1287438869476318_0.7158754467964172_1.1457477807998657_1.4795639514923096_1.4081671237945557_1.4345332384109497_0.7402879595756531_1.1391688585281372_1.153917670249939_1.1400856971740723_1.1017709970474243_0.7058980464935303_1.1219466924667358_1.0908538103103638_1.1037189960479736_1.0716599225997925_1.0978329181671143_1.1496951580047607_1.0831838846206665_1.065544605255127_0.7160607576370239,1.4301594495773315_1.1530137062072754_1.1445764303207397_1.4045417308807373_1.1503002643585205_1.1283361911773682_1.1287438869476318_0.7158754467964172_1.1457477807998657_1.4795639514923096_1.4081671237945557_1.4345332384109497_0.7402879595756531_1.1391688585281372_1.153917670249939_1.1400856971740723_1.1017709970474243_0.7058980464935303_1.1219466924667358_1.0908538103103638_1.1037189960479736_1.0716599225997925_1.0978329181671143_1.1496951580047607_1.0831838846206665_1.065544605255127_0.7160607576370239,30.205185174942017,30.205185174942017
395_7_340_27_72_409_365_362_358_380_377_42_47_355_19_24_349_313_79_80_118_124_116_278_275_273_372_306,11,395_7_340_27_72_409_365_362_358_380_377_42_47_355_19_24_349_313_79_80_118_124_116_278_275_273_372_306,11,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0_2_2_2_2_1_2_2_2,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0_2_2_2_2_1_2_2_2,1.4301594495773315_1.1530137062072754_1.1445764303207397_1.4045417308807373_1.1503002643585205_1.1283361911773682_1.1287438869476318_0.7158754467964172_1.1457477807998657_1.4795639514923096_1.4081671237945557_1.4345332384109497_0.7402879595756531_1.1391688585281372_1.153917670249939_1.1400856971740723_1.1017709970474243_0.7058980464935303_1.1219466924667358_1.0908538103103638_1.1037189960479736_1.0716599225997925_1.0978329181671143_1.1496951580047607_1.0831838846206665_1.065544605255127_0.7160607576370239,1.4301594495773315_1.1530137062072754_1.1445764303207397_1.4045417308807373_1.1503002643585205_1.1283361911773682_1.1287438869476318_0.7158754467964172_1.1457477807998657_1.4795639514923096_1.4081671237945557_1.4345332384109497_0.7402879595756531_1.1391688585281372_1.153917670249939_1.1400856971740723_1.1017709970474243_0.7058980464935303_1.1219466924667358_1.0908538103103638_1.1037189960479736_1.0716599225997925_1.0978329181671143_1.1496951580047607_1.0831838846206665_1.065544605255127_0.7160607576370239,30.205185174942017,30.205185174942017
395_7_340_27_72_409_365_362_358_380_377_42_47_355_19_24_349_313_79_81_117_301_382_275_273_372_306,12,395_7_340_27_72_409_365_362_358_380_377_42_47_355_19_24_349_313_79_80_118_124_116_278_275_273_372_306,12,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_2_2_1_0_1_2_2_2,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0_2_2_2_2_1_2_2_2,1.4308652877807617_1.1544430255889893_1.1425960063934326_1.4032047986984253_1.1497029066085815_1.1291502714157104_1.1291213035583496_0.7146302461624146_1.1475753784179688_1.479917287826538_1.4071028232574463_1.4365818500518799_0.740554690361023_1.1398570537567139_1.1541701555252075_1.1401004791259766_1.1012681722640991_0.7056988477706909_1.1288552284240723_0.684354305267334_1.4199929237365723_0.7217283844947815_1.1658885478973389_1.0832549333572388_1.0641851425170898_0.7169034481048584,1.4308652877807617_1.1544430255889893_1.1425960063934326_1.4032047986984253_1.1497029066085815_1.1291502714157104_1.1291213035583496_0.7146302461624146_1.1475753784179688_1.479917287826538_1.4071028232574463_1.4365818500518799_0.740554690361023_1.1398570537567139_1.1541701555252075_1.1401004791259766_1.1012681722640991_0.7056988477706909_1.121889591217041_1.091054916381836_1.1037532091140747_1.0714669227600098_1.0978503227233887_1.14966881275177_1.0832549333572388_1.0641851425170898_0.7169034481048584,28.691703498363495,30.206567883491516
395_7_340_27_72_409_365_362_358_380_377_42_47_355_19_24_349_313_79_81_117_301_382_275_273_372_306,12,395_7_340_27_72_409_365_362_358_380_377_42_47_355_19_24_349_313_79_80_118_124_116_278_275_273_372_306,12,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_2_2_1_0_1_2_2_2,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0_2_2_2_2_1_2_2_2,1.4308652877807617_1.1544430255889893_1.1425960063934326_1.4032047986984253_1.1497029066085815_1.1291502714157104_1.1291213035583496_0.7146302461624146_1.1475753784179688_1.479917287826538_1.4071028232574463_1.4365818500518799_0.740554690361023_1.1398570537567139_1.1541701555252075_1.1401004791259766_1.1012681722640991_0.7056988477706909_1.1288552284240723_0.684354305267334_1.4199929237365723_0.7217283844947815_1.1658885478973389_1.0832549333572388_1.0641851425170898_0.7169034481048584,1.4308652877807617_1.1544430255889893_1.1425960063934326_1.4032047986984253_1.1497029066085815_1.1291502714157104_1.1291213035583496_0.7146302461624146_1.1475753784179688_1.479917287826538_1.4071028232574463_1.4365818500518799_0.740554690361023_1.1398570537567139_1.1541701555252075_1.1401004791259766_1.1012681722640991_0.7056988477706909_1.121889591217041_1.091054916381836_1.1037532091140747_1.0714669227600098_1.0978503227233887_1.14966881275177_1.0832549333572388_1.0641851425170898_0.7169034481048584,28.691703498363495,30.206567883491516
395_7_340_27_72_409_365_362_358_380_377_42_47_355_19_24_349_313_79_80_118_124_116_278_275_273_372_306,12,395_7_340_27_72_409_365_362_358_380_377_42_47_355_19_24_349_313_79_80_118_124_116_278_275_273_372_306,12,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0_2_2_2_2_1_2_2_2,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0_2_2_2_2_1_2_2_2,1.4308652877807617_1.1544430255889893_1.1425960063934326_1.4032047986984253_1.1497029066085815_1.1291502714157104_1.1291213035583496_0.7146302461624146_1.1475753784179688_1.479917287826538_1.4071028232574463_1.4365818500518799_0.740554690361023_1.1398570537567139_1.1541701555252075_1.1401004791259766_1.1012681722640991_0.7056988477706909_1.121889591217041_1.091054916381836_1.1037532091140747_1.0714669227600098_1.0978503227233887_1.14966881275177_1.0832549333572388_1.0641851425170898_0.7169034481048584,1.4308652877807617_1.1544430255889893_1.1425960063934326_1.4032047986984253_1.1497029066085815_1.1291502714157104_1.1291213035583496_0.7146302461624146_1.1475753784179688_1.479917287826538_1.4071028232574463_1.4365818500518799_0.740554690361023_1.1398570537567139_1.1541701555252075_1.1401004791259766_1.1012681722640991_0.7056988477706909_1.121889591217041_1.091054916381836_1.1037532091140747_1.0714669227600098_1.0978503227233887_1.14966881275177_1.0832549333572388_1.0641851425170898_0.7169034481048584,30.206567883491516,30.206567883491516
395_7_340_27_72_409_365_362_358_380_377_42_47_355_19_24_349_313_79_81_117_301_382_275_273_372_306,13,395_7_340_27_72_409_365_362_358_380_377_42_47_355_19_24_349_313_79_80_118_124_116_278_275_273_372_306,13,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_2_2_1_0_1_2_2_2,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0_2_2_2_2_1_2_2_2,1.431091070175171_1.155441164970398_1.1407456398010254_1.4033688306808472_1.1500449180603027_1.1296207904815674_1.128960371017456_0.7146357297897339_1.1469782590866089_1.4793986082077026_1.4074584245681763_1.4361250400543213_0.7406933903694153_1.139714002609253_1.153419017791748_1.140796422958374_1.1012016534805298_0.7054744958877563_1.1288905143737793_0.6842891573905945_1.4205033779144287_0.7216609716415405_1.165907859802246_1.0832362174987793_1.067471981048584_0.7149316668510437,1.431091070175171_1.155441164970398_1.1407456398010254_1.4033688306808472_1.1500449180603027_1.1296207904815674_1.128960371017456_0.7146357297897339_1.1469782590866089_1.4793986082077026_1.4074584245681763_1.4361250400543213_0.7406933903694153_1.139714002609253_1.153419017791748_1.140796422958374_1.1012016534805298_0.7054744958877563_1.1220073699951172_1.0910704135894775_1.103760838508606_1.071779489517212_1.0977656841278076_1.1497232913970947_1.0832362174987793_1.067471981048584_0.7149316668510437,28.692059576511383,30.20691478252411
395_7_340_27_72_409_365_362_358_380_377_42_47_355_19_24_349_313_79_80_118_124_116_278_275_273_372_306,13,395_7_340_27_72_409_365_362_358_380_377_42_47_355_19_24_349_313_79_80_118_124_116_278_275_273_372_306,13,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0_2_2_2_2_1_2_2_2,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0_2_2_2_2_1_2_2_2,1.431091070175171_1.155441164970398_1.1407456398010254_1.4033688306808472_1.1500449180603027_1.1296207904815674_1.128960371017456_0.7146357297897339_1.1469782590866089_1.4793986082077026_1.4074584245681763_1.4361250400543213_0.7406933903694153_1.139714002609253_1.153419017791748_1.140796422958374_1.1012016534805298_0.7054744958877563_1.1220073699951172_1.0910704135894775_1.103760838508606_1.071779489517212_1.0977656841278076_1.1497232913970947_1.0832362174987793_1.067471981048584_0.7149316668510437,1.431091070175171_1.155441164970398_1.1407456398010254_1.4033688306808472_1.1500449180603027_1.1296207904815674_1.128960371017456_0.7146357297897339_1.1469782590866089_1.4793986082077026_1.4074584245681763_1.4361250400543213_0.7406933903694153_1.139714002609253_1.153419017791748_1.140796422958374_1.1012016534805298_0.7054744958877563_1.1220073699951172_1.0910704135894775_1.103760838508606_1.071779489517212_1.0977656841278076_1.1497232913970947_1.0832362174987793_1.067471981048584_0.7149316668510437,30.20691478252411,30.20691478252411
395_7_340_27_72_409_365_362_358_380_377_42_47_355_19_24_349_313_79_81_117_301_382_275_273_372_306,13,395_7_340_27_72_409_365_362_358_380_377_42_47_355_19_24_349_313_79_80_118_124_116_278_275_273_372_306,13,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_2_2_1_0_1_2_2_2,1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0_2_2_2_2_1_2_2_2,1.431091070175171_1.155441164970398_1.1407456398010254_1.4033688306808472_1.1500449180603027_1.1296207904815674_1.128960371017456_0.7146357297897339_1.1469782590866089_1.4793986082077026_1.4074584245681763_1.4361250400543213_0.7406933903694153_1.139714002609253_1.153419017791748_1.140796422958374_1.1012016534805298_0.7054744958877563_1.1288905143737793_0.6842891573905945_1.4205033779144287_0.7216609716415405_1.165907859802246_1.0832362174987793_1.067471981048584_0.7149316668510437,1.431091070175171_1.155441164970398_1.1407456398010254_1.4033688306808472_1.1500449180603027_1.1296207904815674_1.128960371017456_0.7146357297897339_1.1469782590866089_1.4793986082077026_1.4074584245681763_1.4361250400543213_0.7406933903694153_1.139714002609253_1.153419017791748_1.140796422958374_1.1012016534805298_0.7054744958877563_1.1220073699951172_1.0910704135894775_1.103760838508606_1.071779489517212_1.0977656841278076_1.1497232913970947_1.0832362174987793_1.067471981048584_0.7149316668510437,28.692059576511383,30.20691478252411
400_286_235_246_34_33_31_357_40_50_19_24_349_313_79_81_117_301_382_275_273_372_306,10,400_286_235_246_34_33_31_357_40_50_19_24_349_313_79_80_118_124_116_278_275_273_372_306,10,1_3_2_2_2_2_2_2_2_1_1_1_1_2_2_2_1_0_1_2_2_2,1_3_2_2_2_2_2_2_2_1_1_1_1_2_0_2_2_2_2_1_2_2_2,1.1116037368774414_1.095887303352356_1.0524996519088745_0.6923897862434387_1.069317102432251_1.0993577241897583_1.0756572484970093_1.1023786067962646_1.0849709510803223_1.14164400100708_1.1534167528152466_1.140464186668396_1.1018900871276855_0.7058697938919067_1.129264235496521_0.684233546257019_1.4205098152160645_0.7219297885894775_1.1655724048614502_1.0831109285354614_1.0671062469482422_0.7151917815208435,1.1116037368774414_1.095887303352356_1.0524996519088745_0.6923897862434387_1.069317102432251_1.0993577241897583_1.0756572484970093_1.1023786067962646_1.0849709510803223_1.14164400100708_1.1534167528152466_1.140464186668396_1.1018900871276855_0.7058697938919067_1.1221660375595093_1.09221613407135_1.1027965545654297_1.0715609788894653_1.0977227687835693_1.1497769355773926_1.0831109285354614_1.0671062469482422_0.7151917815208435,22.61426568031311,24.128995299339294
105_112_114_116_278_275_274_308_386_397_385_90_89_281_324,10,105_112_114_116_278_275_273_372_306_0_365_362_358_380_377_42_47_355_20_23_73_22_329_88_0_365_362_358_380_377_42_47_355_20_23_73_22_329_88_0_365_362_358_380_377_42_47_355_20_23_73,10,4_4_2_2_1_4_4_4_6_6_4_2_2_0,4_4_2_2_1_2_2_2_N/A_1_1_1_1_1_1_1_1_2_2_2_2_2_4_N/A_1_1_1_1_1_1_1_1_2_2_2_2_2_4_N/A_1_1_1_1_1_1_1_1_2_2_2,1.0806646347045898_1.0912671089172363_1.0832597017288208_1.0972439050674438_1.1493204832077026_1.143450140953064_1.0906709432601929_1.1223928928375244_0.6829343438148499_1.1532564163208008_1.1307342052459717_1.060445785522461_0.6879639029502869_1.1179627180099487,1.0777864456176758_1.0923306941986084_1.0808042287826538_1.097859263420105_1.148714303970337_1.0625948905944824_1.066716194152832_0.7166080474853516_N/A_1.1667048931121826_1.132439374923706_0.7156834602355957_1.1435855627059937_1.4807878732681274_1.4147870540618896_1.4382679462432861_0.7418627142906189_1.055325984954834_0.7161450386047363_0.699751079082489_1.13498854637146_0.6771263480186462_1.139664888381958_N/A_1.1667048931121826_1.132439374923706_0.7156834602355957_1.1435855627059937_1.4807878732681274_1.4147870540618896_1.4382679462432861_0.7418627142906189_1.055325984954834_0.7161450386047363_0.699751079082489_1.13498854637146_0.6771263480186462_1.139664888381958_N/A_1.1667048931121826_1.132439374923706_0.7156834602355957_1.1435855627059937_1.4807878732681274_1.4147870540618896_1.4382679462432861_0.7418627142906189_1.055325984954834_0.7161450386047363_0.699751079082489,14.691567182540894,49.36299657821655
395_7_340_27_72_409_365_362_358_380_377_42_47_355_20_23_73_22_329_89_281_324,13,395_7_340_27_72_409_365_362_358_380_377_42_47_355_20_23_73_22_329_89_281_325_0_365_362_358_380_377_42_47_355_20_23_73_22_329_89_281_325_0_365_362_358_380_377_42_47_355_20_23_73,13,1_1_1_1_1_1_1_1_1_1_1_1_1_2_2_2_2_2_2_2_0,1_1_1_1_1_1_1_1_1_1_1_1_1_2_2_2_2_2_2_2_2_N/A_1_1_1_1_1_1_1_1_2_2_2_2_2_2_2_2_N/A_1_1_1_1_1_1_1_1_2_2_2,1.431951642036438_1.1518075466156006_1.1433136463165283_1.4056086540222168_1.151691198348999_1.1468913555145264_1.1299337148666382_0.7136325240135193_1.1432820558547974_1.478074073791504_1.4142202138900757_1.4374399185180664_0.740747332572937_1.0487176179885864_0.7179586887359619_0.700541615486145_1.1194301843643188_0.6772266030311584_1.0913258790969849_0.6880319118499756_1.1181843280792236,1.432850956916809_1.1546167135238647_1.1449599266052246_1.4066963195800781_1.1533904075622559_1.1432521343231201_1.132164478302002_0.7151744365692139_1.1435678005218506_1.4817308187484741_1.415191411972046_1.4394088983535767_0.741379976272583_1.0547202825546265_0.7163017988204956_0.6993208527565002_1.1355931758880615_0.6772072315216064_1.0879839658737183_0.687587320804596_1.0706613063812256_N/A_1.166274070739746_1.132164478302002_0.7151744365692139_1.1435678005218506_1.4817308187484741_1.415191411972046_1.4394088983535767_0.741379976272583_1.0547202825546265_0.7163017988204956_0.6993208527565002_1.1355931758880615_0.6772072315216064_1.0879839658737183_0.687587320804596_1.0706613063812256_N/A_1.166274070739746_1.132164478302002_0.7151744365692139_1.1435678005218506_1.4817308187484741_1.415191411972046_1.4394088983535767_0.741379976272583_1.0547202825546265_0.7163017988204956_0.6993208527565002,22.6500107049942,50.703262865543365
15_34_33_31_357_40_50_20_23_73_22_329_89_281_325,11,15_34_33_31_357_40_50_20_23_73_22_329_88_0_365_362_358_380_377_42_47_355_20_23_73_22_329_88_0_365_362_358_380_377_42_47_355_20_23_73_22_329_88_0_365_362_358_380_377_42_47,11,2_2_2_2_2_2_2_2_2_2_2_2_2_2,2_2_2_2_2_2_2_2_2_2_2_4_N/A_1_1_1_1_1_1_1_1_2_2_2_2_2_4_N/A_1_1_1_1_1_1_1_1_2_2_2_2_2_4_N/A_1_1_1_1_1_1_1,0.6995186805725098_1.0691083669662476_1.1041067838668823_1.074021816253662_1.100602626800537_1.088140606880188_1.050649642944336_0.7165462970733643_0.7006526589393616_1.120314598083496_0.6767276525497437_1.0906047821044922_0.6877145767211914_1.0913466215133667,0.6924664378166199_1.0708365440368652_1.1056475639343262_1.0750551223754883_1.1019219160079956_1.1053173542022705_1.049681544303894_0.7146511077880859_0.698926568031311_1.1293641328811646_0.6759160161018372_1.1328412294387817_N/A_1.1679489612579346_1.1340196132659912_0.7153881192207336_1.1444711685180664_1.4845542907714844_1.4143445491790771_1.4390448331832886_0.7609260082244873_1.047163486480713_0.7146511077880859_0.698926568031311_1.1293641328811646_0.6759160161018372_1.1328412294387817_N/A_1.1679489612579346_1.1340196132659912_0.7153881192207336_1.1444711685180664_1.4845542907714844_1.4143445491790771_1.4390448331832886_0.7609260082244873_1.047163486480713_0.7146511077880859_0.698926568031311_1.1293641328811646_0.6759160161018372_1.1328412294387817_N/A_1.1679489612579346_1.1340196132659912_0.7153881192207336_1.1444711685180664_1.4845542907714844_1.4143445491790771_1.4390448331832886,13.270055711269379,49.37151724100113
16_238_400_286_235_246_34_33_31_357_40_50_20_23_73_22_329_89_281_325,12,16_238_400_286_235_246_34_33_31_357_40_50_20_23_73_22_329_88_0_365_362_358_380_377_42_47_355_20_23_73_22_329_88_0_365_362_358_380_377_42_47_355_20_23_73_22_329_88_0_365_362,12,6_0_1_3_2_2_2_2_2_2_2_2_2_2_2_2_2_2_2,6_0_1_3_2_2_2_2_2_2_2_2_2_2_2_2_4_N/A_1_1_1_1_1_1_1_1_2_2_2_2_2_4_N/A_1_1_1_1_1_1_1_1_2_2_2_2_2_4_N/A_1_1,1.1022329330444336_1.1148395538330078_1.1059764623641968_1.098673701286316_1.0494718551635742_0.6959423422813416_1.0700572729110718_1.1030902862548828_1.0734750032424927_1.1011279821395874_1.088391900062561_1.0495214462280273_0.7168290019035339_0.6997226476669312_1.1226279735565186_0.6764672994613647_1.0906248092651367_0.6875885128974915_1.088686466217041,1.1092095375061035_1.1018253564834595_1.1034502983093262_1.1010997295379639_1.0512479543685913_0.6973498463630676_1.0723028182983398_1.1058530807495117_1.0899722576141357_1.1017239093780518_1.1011426448822021_1.0526961088180542_0.7094154357910156_0.6984280943870544_1.1293383836746216_0.6771197319030762_1.115990400314331_N/A_1.1694927215576172_1.1339130401611328_0.7272884249687195_1.1477681398391724_1.4855735301971436_1.4176870584487915_1.4604341983795166_0.7379050254821777_1.0510393381118774_0.7094154357910156_0.6984280943870544_1.1293383836746216_0.6771197319030762_1.115990400314331_N/A_1.1694927215576172_1.1339130401611328_0.7272884249687195_1.1477681398391724_1.4855735301971436_1.4176870584487915_1.4604341983795166_0.7379050254821777_1.0510393381118774_0.7094154357910156_0.6984280943870544_1.1293383836746216_0.6771197319030762_1.115990400314331_N/A_1.1694927215576172_1.1339130401611328,18.73534744977951,48.64435839653015
